Sant Feliu de Codines,Vallès Oriental ,5412
Sant Feliu de Guíxols,Baix Empordà ,20867
Sant Feliu de Llobregat,Baix Llobregat ,42486
Sant Feliu de Pallerols,Garrotxa ,1272
Sant Feliu Sasserra,Bages ,622
Sant Ferriol,Garrotxa,194
Sant Fost de Campsentelles,Vallès Oriental ,7409
Sant Fruitós de Bages,Bages ,7199
Sant Genís de Fontanes,Rosselló,2419
Sant Gregori,Gironès,2951
Sant Guim de Freixenet,Segarra ,1057
Sant Guim de la Plana,Segarra ,199
Sant Hilari Sacalm,Selva,5385
Sant Hipòlit de la Salanca,Rosselló,1849
Sant Hipòlit de Voltregà,Osona ,3319
Sant Iscle de Vallalta,Maresme ,1166
Sant Jaume d'Enveja,Montsià ,3368
Sant Jaume de Frontanyà,Berguedà ,32
Sant Jaume de Llierca,Garrotxa ,815
Sant Jaume dels Domenys,Baix Penedès ,1998
Sant Joan de les Abadesses,Ripollès ,3565
Sant Joan de Mollet,Gironès ,487
Sant Joan de Pladecorts,Vallespir,1775
Sant Joan de Vilatorrada,Bages ,10362
Sant Joan Despí,Baix Llobregat ,31485
Sant Joan la Cella,Rosselló,595
Sant Joan les Fonts,Garrotxa ,2652
Sant Jordi Desvalls,Gironès ,632
Sant Julià de Cerdanyola,Berguedà ,259
Sant Julià de Ramis,Gironès ,2656
Sant Julià de Vilatorta,Osona ,2809
Sant Julià del Llor i Bonmatí,Selva ,1093
Sant Just Desvern,Baix Llobregat ,15327
Sant Llorenç d'Hortons,Alt Penedès ,2126
Sant Llorenç de Cerdans,Vallespir,1267
Sant Llorenç de la Muga,Alt Empordà ,196
Sant Llorenç de la Salanca,Rosselló,8224
Sant Llorenç de Morunys,Solsonès ,950
Sant Llorenç Savall,Vallès Occidental ,2271
Sant Marçal,Rosselló,85
Sant Martí d'Albars,Osona ,114
Sant Martí de Centelles,Osona ,907
Sant Martí de Llémena,Gironès ,520
Sant Martí de Riucorb,Urgell ,709
Sant Martí de Tous,Anoia,1101
Sant Martí Sarroca,Alt Penedès ,2849
Sant Martí Sesgueioles,Anoia ,361
Sant Martí Vell,Gironès,209
Sant Mateu de Bages,Bages ,661
Sant Miquel de Campmajor,Pla de l'Estany ,218
Sant Miquel de Fluvià,Alt Empordà ,671
Sant Miquel de Llotes,Rosselló,269
Sant Mori,Alt Empordà,164
Sant Nazari de Rosselló,Rosselló,2319
Sant Pau de Segúries,Ripollès ,666
Sant Pere de Ribes,Garraf ,26859
Sant Pere de Riudebitlles,Alt Penedès ,2246
Sant Pere de Torelló,Osona ,2264
Sant Pere de Vilamajor,Vallès Oriental ,3578
Sant Pere dels Forcats,Cerdanya,213
Sant Pere Pescador,Alt Empordà ,1804
Sant Pere Sallavinera,Anoia ,171
Sant Pol de Mar,Maresme,4773
Sant Quintí de Mediona,Alt Penedès ,2039
Sant Quirze de Besora,Osona ,2069
Sant Quirze del Vallès,Vallès Occidental ,17138
Sant Quirze Safaja,Vallès Oriental ,579
Sant Ramon,Segarra,565
Sant Sadurní d'Anoia,Alt Penedès ,11617
Sant Sadurní d'Osormort,Osona ,89
Sant Salvador de Guardiola,Bages ,2863
Sant Vicenç de Castellet,Bages ,7835
Sant Vicenç de Montalt,Maresme ,5127
Sant Vicenç de Torelló,Osona ,1911
Sant Vicenç dels Horts,Baix Llobregat ,27019
Santa Bàrbara,Montsià,3715
Santa Cecília de Voltregà,Osona ,199
Santa Coloma de Cervelló,Baix Llobregat ,7314
Santa Coloma de Farners,Selva ,10565
Santa Coloma de Gramenet,Barcelonès ,119056
Santa Coloma de Queralt,Conca de Barberà ,3035
Santa Coloma de Tuïr,Rosselló,101
Santa Cristina d'Aro,Baix Empordà ,4214
Santa Eugènia de Berga,Osona ,2178
Santa Eulàlia de Riuprimer,Osona ,926
Santa Eulàlia de Ronçana,Vallès Oriental ,6111
Santa Fe del Penedès,Alt Penedès ,350
Santa Llocaia,Cerdanya,140
Santa Llogaia d'Àlguema,Alt Empordà ,313
Santa Margarida de Montbui,Anoia ,9715
Santa Margarida i els Monjos,Alt Penedès ,6221
Santa Maria d'Oló,Bages,1072
Santa Maria de Besora,Osona ,187
Santa Maria de Corcó,Osona ,2239
Santa Maria de Martorelles,Vallès Oriental ,788
Santa Maria de Merlès,Berguedà ,152
Santa Maria de Miralles,Anoia ,128
Santa Maria de Palautordera,Vallès Oriental ,8099
Santa Maria la Mar,Rosselló,3842
Santa Oliva,Baix Penedès,2907
Santa Pau,Garrotxa,1565
Santa Perpètua de Mogoda,Vallès Occidental ,21644
Santa Susanna,Maresme,2939
Santpedor,Bages,6263
Saorra,Conflent,347
Sarral,Conca de Barberà,1596
Sarrià de Ter,Gironès,4065
Sarroca de Bellera,Pallars Jussà ,142
Sarroca de Lleida,Segrià,446
"Saus, Camallera i Llampaies",Alt Empordà ,737
Sautó,Conflent,107
Savallà del Comtat,Conca de Barberà ,72
Senan,Conca de Barberà,46
Senterada,Pallars Jussà,126
Sentmenat,Vallès Occidental ,7209
Serdinyà,Conflent,233
Serinyà,Pla de l'Estany,1045
Seròs,Segrià,1909
Serra de Daró,Baix Empordà ,184
Serrallonga,Vallespir,262
Setcases,Ripollès,181
Seva,Osona,3099
Sidamon,Pla d'Urgell,688
Sils,Selva,4126
Sitges,Garraf,25642
Siurana,Alt Empordà,181
Soanyes,Conflent,27
Sobremunt,Osona,102
Solivella,Conca de Barberà ,630
Solsona,Solsonès,8823
Sora,Osona,193
Soriguera,Pallars Sobirà,337
Sort,Pallars Sobirà,2238
Soses,Segrià,1643
Subirats,Alt Penedès,2943
Sudanell,Segrià,805
Sunyer,Segrià,283
Sureda,Rosselló,2926
Súria,Bages,6290
Susqueda,Selva,112
Tagamanent,Vallès Oriental ,282
Talamanca,Bages,134
Talarn,Pallars Jussà,339
Talavera,Segarra,303
Talteüll,Rosselló,903
Taradell,Osona,5764
Tarerac,Conflent,38
Targasona,Cerdanya,203
Tarragona,Tarragonès,131158
Tàrrega,Urgell,15155
Tarrés,Garrigues,111
Tarroja de Segarra,Segarra ,175
Taurinyà,Conflent,307
Tavèrnoles,Osona,300
Tavertet,Osona,155
Teià,Maresme,5867
Tellet,Rosselló,81
Térmens,Noguera,1531
Terrades,Alt Empordà,146
Terrassa,Vallès Occidental ,199817
Terrats,Rosselló,575
Tesà,Rosselló,1360
Teulís,Rosselló,45
Tiana,Maresme,7305
Tírvia,Pallars Sobirà,120
Tiurana,Noguera,48
Tivenys,Baix Ebre,916
Tivissa,Ribera d'Ebre,1788
Toès i Entrevalls,Conflent,41
Toluges,Rosselló,5743
Tona,Osona,7328
Torà,Segarra,1327
Tordera,Maresme,13420
Torderes,Rosselló,145
Torelló,Osona,13269
Tornabous,Urgell,823
Torre-serona,Segrià,341
Torrebesses,Segrià,305
Torredembarra,Tarragonès,14044
Torrefarrera,Segrià,3051
Torrefeta i Florejacs,Segarra ,650
Torregrossa,Pla d'Urgell,2302
Torrelameu,Noguera,628
Torrelavit,Alt Penedès,1232
Torrelles de Foix,Alt Penedès ,2252
Torrelles de la Salanca,Rosselló,2956
Torrelles de Llobregat,Baix Llobregat ,4861
Torrent,Baix Empordà ,190
Torres de Segre,Segrià,2054
Torroella de Fluvià,Alt Empordà ,460
Torroella de Montgrí,Baix Empordà ,10588
Torroja del Priorat,Priorat ,142
Tortellà,Garrotxa,729
Tortosa,Baix Ebre,34266
Toses,Ripollès,160
Tossa de Mar,Selva,5414
Tremp,Pallars Jussà,5401
Tresserra,Rosselló,686
Trullars,Rosselló,1424
Tuïr,Rosselló,7427
Ullà,Baix Empordà,1039
Ullastrell,Vallès Occidental ,1529
Ullastret,Baix Empordà,233
Ulldecona,Montsià,6229
Ulldemolins,Priorat,508
Ultramort,Baix Empordà,200
Ur,Cerdanya,308
Urús,Cerdanya,200
Vacarisses,Vallès Occidental ,5094
Vall de Cardós,Pallars Sobirà ,393
Vall-llobrega,Baix Empordà ,730
Vallbona d'Anoia,Anoia,1311
Vallbona de les Monges,Urgell ,247
Vallcebollera,Cerdanya,49
Vallcebre,Berguedà,276
Vallclara,Conca de Barberà ,108
Vallestàvia,Conflent,58
Vallfogona de Balaguer,Noguera ,1601
Vallfogona de Ripollès,Ripollès ,206
Vallfogona de Riucorb,Conca de Barberà ,159
Vallgorguina,Vallès Oriental ,2016
Vallirana,Baix Llobregat,12928
Vallmanya,Conflent,18
Vallmoll,Alt Camp,1469
Vallromanes,Vallès Oriental ,2094
Valls,Alt Camp,23315
Vandellòs i l'Hospitalet de l'Infant ,Baix Camp,5134
Veciana,Anoia,167
Ventalló,Alt Empordà,698
Verdú,Urgell,1027
Verges,Baix Empordà,1179
Vernet,Conflent,1440
Vespella de Gaià,Tarragonès ,339
Vic,Osona,38747
Vidrà,Osona,168
Vidreres,Selva,6676
Vielha e Mijaran,Val d'Aran ,5239
Vila-rodona,Alt Camp,1088
Vila-sacra,Alt Empordà,485
Vila-sana,Pla d'Urgell,611
Vila-seca,Tarragonès,17305
Vilabella,Alt Camp,787
Vilabertran,Alt Empordà,843
Vilablareix,Gironès,2213
Vilada,Berguedà,516
Viladamat,Alt Empordà,421
Viladasens,Gironès,191
Viladecans,Baix Llobregat ,61168
Viladecavalls,Vallès Occidental ,7036
Vilademuls,Pla de l'Estany ,786
Viladrau,Osona,999
Vilafant,Alt Empordà,5013
Vilafranca de Conflent,Conflent,225
Vilafranca del Penedès,Alt Penedès ,36687
Vilagrassa,Urgell,467
Vilajuïga,Alt Empordà,1072
Vilalba dels Arcs,Terra Alta ,720
Vilalba Sasserra,Vallès Oriental ,581
Vilaller,Alta Ribagorça,678
Vilallonga de la Salanca,Rosselló,2461
Vilallonga de Ter,Ripollès ,448
Vilallonga del Camp,Tarragonès ,1539
Vilallonga dels Monts,Rosselló,1230
Vilamacolum,Alt Empordà,280
Vilamalla,Alt Empordà,1092
Vilamaniscle,Alt Empordà,182
Vilamòs,Val d'Aran,173
Vilamulaca,Rosselló,1124
Vilanant,Alt Empordà,333
Vilanova d'Escornalbou,Baix Camp ,466
Vilanova de Bellpuig,Pla d'Urgell ,1100
Vilanova de l'Aguda,Noguera ,246
Vilanova de la Barca,Segrià ,1122
Vilanova de la Ribera,Rosselló,1052
Vilanova de Meià,Noguera,432
Vilanova de Prades,Conca de Barberà ,149
Vilanova de Raó,Rosselló,3767
Vilanova de Sau,Osona,323
Vilanova de Segrià,Segrià ,809
Vilanova del Camí,Anoia,12039
Vilanova del Vallès,Vallès Oriental ,3774
Vilanova i la Geltrú,Garraf ,62826
Vilaplana,Baix Camp,584
Vilassar de Dalt,Maresme,8334
Vilassar de Mar,Maresme,19051
Vilaür,Alt Empordà,139
Vilaverd,Conca de Barberà ,438
Vilobí d'Onyar,Selva,2718
Vilobí del Penedès,Alt Penedès ,1033
Vilopriu,Baix Empordà,189
Vimbodí i Poblet,Conca de Barberà ,1052
Vinaixa,Garrigues,604
Vinçà,Conflent,1666
Vinebre,Ribera d'Ebre,483
Vingrau,Rosselló,530
Vinyols i els Arcs,Baix Camp ,1553
Viver i Serrateix,Berguedà ,194
Vivers,Rosselló,128
Xerta,Baix Ebre,1278
